[-1.5000000000001288, -1.5000000000000104, -1.5000000000000047, -1.500000000000002, -1.500000000000001, -1.5000000000000007, -1.5000000000000004, -1.5000000000000002, -1.5, -1.4999999999999998, -1.4999999999999996, -1.4999999999999993, -1.499999999999999, -1.4999999999999982, -1.4999999999999962, -1.4999999999999896, -1.4999999999998952]
[-1.998698367093659, -1.9755293991827523, -1.9365567988414991, -1.8704654741246016, -1.7481916164481959, -1.5265081286105957, -1.351912257881042, -1.2125410719291774, -1.1065968194360287, -1.0239561507179356, -0.967928656573728, -0.8909942211879471, -0.7861191998174504, -0.729614692700141, -0.6981398990773484, -0.6808208598501846, -0.6684574362830444]
[-1.8219225884494814, -1.7900939964298777, -1.756548016533023, -1.7204935956068141, -1.6550816637295531, -1.5038023955524618, -1.352037978896126, -1.1857385685539121, -1.0230792475911104, -0.8631400023458013, -0.7007546197542669, -0.5311459837060695, -0.30424029700430166, -0.11246694542508617, 0.01425464200679638, 0.13171009201881834, 0.2243149133454021]
[-1.9251001416023952, -1.8056736242501448, -1.7099044913263743, -1.623718012017161, -1.5119253236785095, -1.4023495599495222, -1.2771489958854976, -1.1321776566014043, -0.9729186278148041, -0.7956823275127882, -0.5862973888208054, -0.3400356477725279, -0.01496157201206838, 0.27687421148458924, 0.5169618666232507, 0.7693461420224823, 1.0640921820780642]
[-1.8353262078664911, -1.740922049863244, -1.6521888160630565, -1.5629284136062276, -1.4480831279903428, -1.2910176079408138, -1.1669106132792835, -1.0397691172103525, -0.8817410819306883, -0.6965126439735592, -0.4803076948489484, -0.2056063194838864, 0.21258430691418528, 0.5763639445047528, 0.8773250470958418, 1.2320144599364573, 1.7480034583192827]
[-1.8104345287876753, -1.6748501844460046, -1.6128676800420974, -1.5383357352579685, -1.4133388845166235, -1.2424859474519288, -1.1008662847413715, -0.9628451661657289, -0.8230553495118413, -0.6509767385027527, -0.43849254902531243, -0.15082815265559635, 0.30978748254763167, 0.7230845700787074, 1.1128792632152695, 1.5889111891225394, 2.4327434800926584]
[-1.795385704362923, -1.6591104770480243, -1.5674984064352284, -1.4810860297429154, -1.3729069476840352, -1.2018462819808637, -1.0521857746181553, -0.9068530417950336, -0.7610503239815198, -0.5951027948619205, -0.3949505108604776, -0.09461538008565817, 0.39209065999002934, 0.8427207757872779, 1.2958121794171706, 1.8038923016810893, 2.6667508001403784]
[-1.757234262686836, -1.6193554954047567, -1.5259916726647333, -1.4355645214947972, -1.3204975159457102, -1.1553815490035455, -1.0109030198372386, -0.8611099528267885, -0.7148101851772006, -0.5354088370658476, -0.3333719476979775, -0.030165658705529452, 0.45505403230004005, 0.9344675266635658, 1.4241196294039584, 2.0546844807340277, 3.229968137032687]
[-1.7260631458021758, -1.573907655323815, -1.4809936840913325, -1.3976511798349016, -1.2802985177023831, -1.1065802547206527, -0.9588247001962906, -0.821004459354568, -0.6546153404990038, -0.484511795709623, -0.2844302507338017, 0.009477573997239919, 0.501220628366843, 0.9806511072721458, 1.4339816208145129, 2.1362831623730365, 3.3988330708349332]
[-1.6957100263799845, -1.534155140990377, -1.4516348851405216, -1.3657461772535178, -1.2497013419629128, -1.0753670554183123, -0.9251816702745481, -0.7840581952933845, -0.6345176506680148, -0.454576354845488, -0.23939838316211315, 0.0580976446440542, 0.5808589174823751, 1.0470512083114603, 1.5754243056141197, 2.1751882600793584, 3.530659438158957]
